,Se_Rt_cc_d1_1,Se_Rt_cc_d1_2,Se_Rt_cc_d1_3,Se_Rt_cc_d2_1,Se_Rt_cc_d2_2,Se_Rt_cc_d2_3,Se_Rt_cc_d3_1,Se_Rt_cc_d3_2,Se_Rt_cc_d3_3,Se_Rt_cc_d4_1,Se_Rt_cc_d4_2,Se_Rt_cc_d4_3,Se_Rt_cc_d5_1,Se_Rt_cc_d5_2,Se_Rt_cc_d5_3,Se_Rt_cc_d6_1,Se_Rt_cc_d6_2,Se_Rt_cc_d6_3,Se_Rt_cc_d7_1,Se_Rt_cc_d7_2,Se_Rt_cc_d7_3,Se_Rt_cc_d8_1,Se_Rt_cc_d8_2,Se_Rt_cc_d8_3,Se_Rt_cc_d9_1,Se_Rt_cc_d9_2,Se_Rt_cc_d9_3,Se_axen_d1_1,Se_axen_d1_2,Se_axen_d1_3,Se_axen_d2_1,Se_axen_d2_2,Se_axen_d2_3,Se_axen_d3_1,Se_axen_d3_2,Se_axen_d3_3,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d5_1,Se_axen_d5_2,Se_axen_d5_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d7_1,Se_axen_d7_2,Se_axen_d7_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3,Se_axen_d9_1,Se_axen_d9_2,Se_axen_d9_3
AGDI,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
AGDI_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4287.0,4825.0,3736.0,inf,inf,inf,4998.0,4280.0,4110.0,inf,inf,inf,2462.0,3850.0,4134.0,inf,inf,inf
AGM3PApp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4090.0,4620.0,3352.0,inf,inf,inf,4441.0,3974.0,3439.0,inf,inf,inf,2010.0,3466.0,2793.0,inf,inf,inf
AGM3PH,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4301.0,4308.0,3058.0,inf,inf,inf,4235.0,3618.0,3692.0,inf,inf,inf,1886.0,2863.0,3006.0,inf,inf,inf
AGM4PA,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6040.0,6208.0,5314.0,inf,inf,inf,5521.0,4840.0,5330.0,inf,inf,inf,3236.0,3684.0,2912.0,inf,inf,inf
AGM4PApp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4090.0,4620.0,3352.0,inf,inf,inf,4441.0,3974.0,3439.0,inf,inf,inf,2010.0,3466.0,2793.0,inf,inf,inf
AGM4PCP,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3578.0,3940.0,3205.0,inf,inf,inf,4011.0,3352.0,3724.0,inf,inf,inf,1738.0,2828.0,2940.0,inf,inf,inf
AGM4PH,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4301.0,4308.0,3058.0,inf,inf,inf,4235.0,3618.0,3692.0,inf,inf,inf,1886.0,2863.0,3006.0,inf,inf,inf
AGM4Pt2pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGMH,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4301.0,4308.0,3058.0,inf,inf,inf,4235.0,3618.0,3692.0,inf,inf,inf,1886.0,2863.0,3006.0,inf,inf,inf
AGMt2pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGPAT160,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1613.0,1814.0,1390.0,inf,inf,inf,1644.0,1558.0,1418.0,inf,inf,inf,876.0,1286.0,1103.0,inf,inf,inf
AGPAT161,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1613.0,1814.0,1390.0,inf,inf,inf,1644.0,1558.0,1418.0,inf,inf,inf,876.0,1286.0,1103.0,inf,inf,inf
AGPATACP_HDE_PALM,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1613.0,1814.0,1390.0,inf,inf,inf,1644.0,1558.0,1418.0,inf,inf,inf,876.0,1286.0,1103.0,inf,inf,inf
AGPATACP_OLE_HDE,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1613.0,1814.0,1390.0,inf,inf,inf,1644.0,1558.0,1418.0,inf,inf,inf,876.0,1286.0,1103.0,inf,inf,inf
AGPATACP_OLE_PALM,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1613.0,1814.0,1390.0,inf,inf,inf,1644.0,1558.0,1418.0,inf,inf,inf,876.0,1286.0,1103.0,inf,inf,inf
AGPR,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5328.0,6282.0,4361.0,inf,inf,inf,6630.0,6513.0,6037.0,inf,inf,inf,2851.0,6182.0,4680.0,inf,inf,inf
AGTi,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,13731.0,14420.0,11704.0,inf,inf,inf,10430.0,9779.0,9555.0,inf,inf,inf,10179.0,6355.0,5902.0,inf,inf,inf
AHCi,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,28409.0,33530.0,25533.0,inf,inf,inf,25749.0,26347.0,23044.0,inf,inf,inf,15140.0,20405.0,17163.0,inf,inf,inf
AHSERL2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
AHSERL2_1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,24756.0,25166.0,25756.0,inf,inf,inf,24742.0,21718.0,25393.0,inf,inf,inf,16040.0,13605.0,12253.0,inf,inf,inf
AICART,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10484.0,11220.0,10592.0,inf,inf,inf,11727.0,8959.0,10968.0,inf,inf,inf,7110.0,7533.0,8430.0,inf,inf,inf
AIRC2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2306.0,2370.0,2042.0,inf,inf,inf,1954.0,1900.0,1978.0,inf,inf,inf,996.0,1426.0,1272.0,inf,inf,inf
AIRC3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1448.0,1696.0,1252.0,inf,inf,inf,1556.0,1434.0,1394.0,inf,inf,inf,754.0,1277.0,1000.0,inf,inf,inf
ALAALAD,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3754.0,3902.0,3242.0,inf,inf,inf,3747.0,3224.0,3623.0,inf,inf,inf,1791.0,2746.0,2478.0,inf,inf,inf
ALAALAabcpp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3080.0,3420.0,2596.0,inf,inf,inf,3579.0,2750.0,3024.0,inf,inf,inf,1716.0,2086.0,2366.0,inf,inf,inf
ALAALAr,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5584.0,6382.0,5444.0,inf,inf,inf,6364.0,5191.0,6035.0,inf,inf,inf,3031.0,4820.0,4302.0,inf,inf,inf
ALAD_L,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,7043.0,7458.0,5689.0,inf,inf,inf,6202.0,5378.0,5514.0,inf,inf,inf,3378.0,4537.0,3648.0,inf,inf,inf
ALAGLUE,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,780.0,916.0,632.0,inf,inf,inf,854.0,828.0,682.0,inf,inf,inf,386.0,582.0,624.0,inf,inf,inf
ALAR,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8482.0,8714.0,8663.0,inf,inf,inf,10194.0,7231.0,8958.0,inf,inf,inf,4250.0,5236.0,6364.0,inf,inf,inf
ALATRS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,25050.0,27906.0,24342.0,inf,inf,inf,24622.0,23324.0,24393.0,inf,inf,inf,14603.0,19469.0,18133.0,inf,inf,inf
ALCD1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,26013.0,25763.0,24926.0,inf,inf,inf,30776.0,22042.0,27628.0,inf,inf,inf,14875.0,18396.0,22539.0,inf,inf,inf
ALCD19,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,26013.0,25763.0,24926.0,inf,inf,inf,30776.0,22042.0,27628.0,inf,inf,inf,14875.0,18396.0,22539.0,inf,inf,inf
ALDD2y,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,12243.0,12806.0,11344.0,inf,inf,inf,12374.0,11507.0,12261.0,inf,inf,inf,7019.0,9589.0,7846.0,inf,inf,inf
ALDDC17,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,31595.0,34422.0,29934.0,inf,inf,inf,33350.0,29297.0,29443.0,inf,inf,inf,19796.0,20608.0,20384.0,inf,inf,inf
ALDR18,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,19530.0,21380.0,16469.0,inf,inf,inf,16625.0,17118.0,15460.0,inf,inf,inf,7889.0,12165.0,10844.0,inf,inf,inf
AM3PA,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6040.0,6208.0,5314.0,inf,inf,inf,5521.0,4840.0,5330.0,inf,inf,inf,3236.0,3684.0,2912.0,inf,inf,inf
AM4PA,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6040.0,6208.0,5314.0,inf,inf,inf,5521.0,4840.0,5330.0,inf,inf,inf,3236.0,3684.0,2912.0,inf,inf,inf
AM4PCP,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3578.0,3940.0,3205.0,inf,inf,inf,4011.0,3352.0,3724.0,inf,inf,inf,1738.0,2828.0,2940.0,inf,inf,inf
AMAA,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
AMANAPEr,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4738.0,4594.0,3455.0,inf,inf,inf,6000.0,4477.0,4222.0,inf,inf,inf,2114.0,3845.0,4653.0,inf,inf,inf
AMAOTr,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3088.0,3232.0,2904.0,inf,inf,inf,3274.0,2894.0,3090.0,inf,inf,inf,1446.0,2144.0,2240.0,inf,inf,inf
AMPMS3,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,141866.0,132770.0,141051.0,inf,inf,inf,165276.0,118919.0,162349.0,inf,inf,inf,59030.0,77706.0,84629.0,inf,inf,inf
AMPQT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
AMPTASECG,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,26834.0,29517.0,24498.0,inf,inf,inf,25003.0,24086.0,22734.0,inf,inf,inf,13372.0,19399.0,17032.0,inf,inf,inf
ANHMK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1992.0,2250.0,1761.0,inf,inf,inf,1838.0,1810.0,1702.0,inf,inf,inf,904.0,1246.0,1080.0,inf,inf,inf
ANPRT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3054.0,3540.0,2754.0,inf,inf,inf,2710.0,2750.0,2054.0,inf,inf,inf,1362.0,2218.0,2101.0,inf,inf,inf
ANS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10293.0,11526.0,9190.0,inf,inf,inf,11228.0,9684.0,9600.0,inf,inf,inf,6330.0,8866.0,8918.0,inf,inf,inf
ANS2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10293.0,11526.0,9190.0,inf,inf,inf,11228.0,9684.0,9600.0,inf,inf,inf,6330.0,8866.0,8918.0,inf,inf,inf
AOOA,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
AOXPBDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AOXSr2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1470.0,1628.0,1354.0,inf,inf,inf,1708.0,1294.0,1252.0,inf,inf,inf,782.0,1168.0,1524.0,inf,inf,inf
APRAUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARD,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9583.0,9691.0,8966.0,inf,inf,inf,10950.0,9319.0,11116.0,inf,inf,inf,5630.0,8149.0,8987.0,inf,inf,inf
ARGDC,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8164.0,8755.0,6920.0,inf,inf,inf,8343.0,7920.0,7018.0,inf,inf,inf,3480.0,5966.0,5680.0,inf,inf,inf
ARGDHpp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2390.0,2678.0,2500.0,inf,inf,inf,2832.0,2140.0,2598.0,inf,inf,inf,1176.0,1752.0,1783.0,inf,inf,inf
ARGOXRum,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,16639.0,18571.0,20014.0,inf,inf,inf,13830.0,14814.0,16001.0,inf,inf,inf,10873.0,7282.0,6053.0,inf,inf,inf
ARGSL,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5161.0,5656.0,4134.0,inf,inf,inf,4038.0,4356.0,3760.0,inf,inf,inf,1894.0,3383.0,3088.0,inf,inf,inf
ARGSS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9376.0,9533.0,8127.0,inf,inf,inf,9137.0,8065.0,7028.0,inf,inf,inf,4509.0,6466.0,6093.0,inf,inf,inf
ARGTRS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6096.0,6344.0,5194.0,inf,inf,inf,5328.0,4809.0,4711.0,inf,inf,inf,3046.0,3546.0,3676.0,inf,inf,inf
ARGabcpp,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1910.0,2031.0,1696.0,inf,inf,inf,1788.0,1602.0,1508.0,inf,inf,inf,848.0,1300.0,1258.0,inf,inf,inf
ARGtex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASAD,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,24984.0,27265.0,20415.0,inf,inf,inf,27715.0,22929.0,23182.0,inf,inf,inf,11015.0,19038.0,21038.0,inf,inf,inf
ASADi,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
ASNN,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8242.0,9163.0,7684.0,inf,inf,inf,7704.0,6717.0,6554.0,inf,inf,inf,3629.0,5681.0,6033.0,inf,inf,inf
ASNS1,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4817.0,5212.0,4466.0,inf,inf,inf,4560.0,4335.0,4082.0,inf,inf,inf,2952.0,3631.0,3459.0,inf,inf,inf
ASNTRS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6008.0,6558.0,5577.0,inf,inf,inf,5686.0,5580.0,5683.0,inf,inf,inf,2716.0,3882.0,3526.0,inf,inf,inf
ASP1DC,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5054.0,5689.0,4428.0,inf,inf,inf,4808.0,4849.0,4884.0,inf,inf,inf,2440.0,3803.0,3648.0,inf,inf,inf
ASPCT,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2905.0,2978.0,2678.0,inf,inf,inf,2529.0,2392.0,2482.0,inf,inf,inf,1360.0,1705.0,1788.0,inf,inf,inf
ASPK,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5528.0,6072.0,5366.0,inf,inf,inf,4302.0,4291.0,4277.0,inf,inf,inf,2872.0,3092.0,3152.0,inf,inf,inf
ASPO5,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3564.0,4009.0,2900.0,inf,inf,inf,2858.0,2576.0,2584.0,inf,inf,inf,1962.0,2066.0,1844.0,inf,inf,inf
ASPO6,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3564.0,4009.0,2900.0,inf,inf,inf,2858.0,2576.0,2584.0,inf,inf,inf,1962.0,2066.0,1844.0,inf,inf,inf
ASPOb,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3564.0,4009.0,2900.0,inf,inf,inf,2858.0,2576.0,2584.0,inf,inf,inf,1962.0,2066.0,1844.0,inf,inf,inf
ASPTA,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5045.0,6249.0,4732.0,inf,inf,inf,4953.0,4668.0,4555.0,inf,inf,inf,3278.0,3812.0,3690.0,inf,inf,inf
ASPTRS,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8959.0,9600.0,8096.0,inf,inf,inf,6773.0,7274.0,7489.0,inf,inf,inf,4084.0,5166.0,4149.0,inf,inf,inf
