Label,Se_Rt_CC_90_1,Se_Rt_CC_90_2,Se_Rt_CC_90_3,Se_Rt_CC_140_1,Se_Rt_CC_140_2,Se_Rt_CC_140_3,Se_Rt_CC_190_1,Se_Rt_CC_190_2,Se_Rt_CC_190_3,Se_ax_90_1,Se_ax_90_2,Se_ax_90_3,Se_ax_140_1,Se_ax_140_2,Se_ax_140_3,Se_ax_190_1,Se_ax_190_2,Se_ax_190_3
SYNPCC7942_RS04135,6696,6020,6851,5122,5270,3426,3698,5148,5542,9490,10952,9135,10362,9316,9716,5200,7568,7308
SYNPCC7942_RS04140,1754,1526,1986,954,1108,848,784,1096,1324,2148,2209,1856,1832,1764,1450,1156,1198,1054
SYNPCC7942_RS04145,20780,27284,23968,27405,28102,25991,28305,25388,38668,22684,24893,24314,24847,22195,28664,17528,21282,18879
SYNPCC7942_RS04150,972,790,1061,888,762,572,612,816,888,1122,1310,958,1264,1042,968,786,932,1134
SYNPCC7942_RS04155,3398,3197,3484,2604,2754,2143,2245,3223,3320,4367,4167,4347,5437,4254,5061,2864,3707,3868
SYNPCC7942_RS04160,6174,5679,5762,5042,4785,2932,3672,4901,5241,7898,8416,7023,9552,7327,7143,4306,6630,7790
SYNPCC7942_RS04165,6931,6976,7257,4759,6023,4229,4372,5638,6035,10860,10359,9545,12368,8990,11586,5940,7107,7282
SYNPCC7942_RS04170,700,658,702,456,584,274,373,536,606,1006,1226,764,1162,946,1078,548,698,724
SYNPCC7942_RS04175,5422,4678,4030,4126,4227,4099,3497,5038,3805,6301,6223,6394,6882,5755,5712,3658,4743,5313
SYNPCC7942_RS04180,14039,10734,13420,11136,9818,8822,8797,11945,13819,19067,21066,17864,22594,20297,19446,11925,18905,15347
SYNPCC7942_RS04185,5868,5035,5777,3880,3812,2864,3098,4282,4422,8011,8700,6952,7740,7216,7192,4442,5799,5371
SYNPCC7942_RS04190,186,198,210,110,96,92,102,132,140,238,228,194,236,238,240,142,192,180
SYNPCC7942_RS04195,3271,3108,3570,2210,2352,1566,1794,2301,2098,4824,5142,4534,4170,3657,3799,2388,2979,2914
SYNPCC7942_RS04200,9293,7907,8767,7062,6657,4690,5126,6789,7435,12656,12990,12062,14137,12624,15563,7151,9375,9617
SYNPCC7942_RS04205,7226,6240,6769,5416,5098,3210,3722,4924,4762,9437,10599,8804,10580,9032,9296,4771,7037,7916
SYNPCC7942_RS04210,640,596,664,764,652,596,661,770,846,588,698,560,638,666,540,332,550,496
SYNPCC7942_RS04215,528,512,656,534,510,382,448,476,714,642,700,610,668,556,618,406,390,446
SYNPCC7942_RS04220,5191,4467,4906,4610,4008,2838,3458,4056,4594,6932,7222,6358,7130,6039,7181,3408,4948,4614
SYNPCC7942_RS04225,3157,2700,2978,2806,2836,2624,2146,2567,2521,4018,4253,3916,4502,3977,4652,1960,3150,3251
SYNPCC7942_RS04230,2124,2140,2954,1596,1476,988,1014,1608,1396,2734,2775,2298,2011,1642,1314,1171,1114,1557
SYNPCC7942_RS04235,1955,1846,2618,1598,1404,950,980,1478,1496,2576,3183,2292,2482,2174,1742,1506,1736,2044
SYNPCC7942_RS04240,4229,3436,4192,3594,3307,2597,2831,3316,3678,6274,6340,5461,6504,5590,5208,3001,4720,4877
SYNPCC7942_RS04245,3980,3318,4119,2934,3034,1932,2051,2634,3132,5840,6299,4670,6062,5568,5350,2544,4476,4186
SYNPCC7942_RS04250,2482,1968,2513,1516,1654,1122,1262,1888,1978,3080,3420,2596,3579,2750,3024,1716,2086,2366
SYNPCC7942_RS04255,3128,2705,3256,2242,2288,1338,1350,1980,2084,4093,4394,4060,3801,3602,3721,1896,2407,2704
SYNPCC7942_RS04260,5140,4678,5527,3578,3666,2440,2402,3644,3644,8405,8445,7668,7018,6348,6734,3615,4471,4298
SYNPCC7942_RS04265,406,399,504,278,280,152,164,250,242,820,783,698,664,684,620,328,482,458
SYNPCC7942_RS04270,1146,1046,1294,1032,1014,609,709,752,1020,1696,1788,1504,1478,1492,1464,824,1174,950
SYNPCC7942_RS04275,4699,4184,5032,3682,3690,2273,2108,3018,3697,6418,6798,6095,6135,5952,5674,3455,4029,3929
SYNPCC7942_RS04280,3479,2783,2817,2533,2394,2116,2144,2803,2802,4061,3970,4104,4902,3562,4540,2498,2808,3012
SYNPCC7942_RS04285,668,548,670,624,620,450,476,618,560,1886,1944,1384,2023,1656,2055,620,1288,1474
SYNPCC7942_RS04290,4412,3508,4208,2887,3230,1904,1921,2448,2610,6008,6558,5577,5686,5580,5683,2716,3882,3526
SYNPCC7942_RS04295,1178,998,992,1048,808,610,892,864,1112,1616,1479,1406,1758,1428,1696,804,1460,1212
SYNPCC7942_RS04300,144,82,136,108,100,34,84,100,88,206,212,178,226,172,182,98,160,172
SYNPCC7942_RS04310,11639,8889,10716,10328,9459,8056,8103,9475,11286,14426,15506,14064,15734,12359,14886,8537,10297,11215
SYNPCC7942_RS14150,480,274,334,356,350,244,332,304,360,670,664,578,742,560,802,334,464,494
SYNPCC7942_RS04315,751526,578086,538626,528968,621372,415049,440662,541226,544469,828088,702052,1114722,955013,602234,1033189,620229,308111,356885
SYNPCC7942_RS04320,4484,3798,4336,3474,3620,2432,2646,3658,3885,6684,6891,6081,6888,6097,6087,3562,5441,5130
SYNPCC7942_RS04325,492,384,462,396,336,284,314,376,308,566,764,500,568,480,532,318,384,451
SYNPCC7942_RS04330,622,612,638,362,456,312,320,402,464,1027,979,940,786,632,724,422,478,536
SYNPCC7942_RS04335,600,504,512,472,510,288,412,406,420,886,1030,772,844,674,850,406,534,596
SYNPCC7942_RS04340,400,366,476,404,354,216,256,282,296,702,880,662,790,548,674,350,490,546
SYNPCC7942_RS04345,166,182,192,148,126,44,62,76,74,304,308,311,350,170,180,142,68,160
SYNPCC7942_RS04350,2342,2032,2306,1670,1654,1104,1155,1698,1541,6553,6586,5291,7307,5027,5748,3028,4007,4846
SYNPCC7942_RS04355,6688,5799,6747,5350,5337,3530,3382,4260,4818,9400,10007,8429,9009,8926,8104,4370,6665,5900
SYNPCC7942_RS04360,7516,6822,8665,5687,5700,3810,3962,5232,6249,11674,12746,10015,10555,10108,8823,5922,7784,7587
SYNPCC7942_RS04365,13396,10956,11840,11715,10691,8603,10405,12179,12402,16387,16794,14864,19835,15251,17192,8992,12667,13788
SYNPCC7942_RS04370,4393,3676,4724,3494,2900,2378,2342,3106,2997,5598,6088,4494,5541,4799,4259,2896,4241,4798
SYNPCC7942_RS04375,14850,14080,17533,11143,13227,10074,9472,14077,12847,24183,25293,20769,26677,22443,23842,13887,19430,22253
SYNPCC7942_RS04380,8486,7756,9330,5752,6384,4799,4316,6322,6223,13705,13736,10942,12644,11388,11227,6440,9421,8777
SYNPCC7942_RS13960,42310,35830,39710,34868,38398,38241,39207,48952,55373,54023,56649,51089,71759,57476,65618,39943,59552,53149
SYNPCC7942_RS04385,6839,7162,9364,4767,5079,3558,3462,5485,6896,10252,11187,8750,10180,9661,10257,9100,6985,6183
SYNPCC7942_RS04390,2434,2964,4116,1436,1739,1044,1016,1768,1454,5464,5624,3879,5208,4800,3631,3420,3068,2413
SYNPCC7942_RS04395,4172,3000,4304,4177,3729,2259,2238,2778,3966,6402,7721,5414,6974,7447,6963,3090,5957,5853
SYNPCC7942_RS13715,394,222,358,194,238,140,144,220,218,516,498,366,488,366,318,138,250,222
SYNPCC7942_RS04400,3282,2944,4218,2278,2778,1660,1410,2037,2242,5051,5769,4190,3634,4265,3530,1996,2740,2018
SYNPCC7942_RS04405,5966,5108,6271,4334,4422,3126,3060,4245,4264,8065,8753,7276,7906,6812,7188,3962,5318,5057
SYNPCC7942_RS13965,638,498,663,466,456,398,392,450,538,963,842,844,848,640,692,416,406,464
SYNPCC7942_RS04410,11569,11704,10820,12347,12637,10511,13225,15014,14004,16465,15687,16132,15895,13252,16619,15858,10124,11051
SYNPCC7942_RS04415,2284,2466,2274,2564,2386,1932,2368,2920,1599,3750,3851,3724,3130,2594,2700,3060,2478,3149
SYNPCC7942_RS04420,5803,6017,5036,5684,6189,4417,5974,6678,5841,8803,8294,8286,8440,7098,9392,7800,5998,6227
SYNPCC7942_RS04425,65596,58127,54875,64332,69237,48599,64893,69260,67456,90759,88691,87952,88526,77200,96667,70232,61011,61648
SYNPCC7942_RS04430,19876,17621,16768,17880,18025,12713,17444,18500,16674,31012,28962,29493,28875,25429,32750,21991,19453,19533
SYNPCC7942_RS04435,11252,11067,9849,8875,9167,6633,9401,11912,8730,17551,17375,17582,18608,14677,15838,11119,10965,16902
SYNPCC7942_RS04440,17087,15224,17078,11136,12009,8094,7245,10457,10766,23632,23603,20489,21157,18879,20055,9790,12736,11528
SYNPCC7942_RS04445,5914,5169,5607,3345,3310,1862,1890,3080,3429,8099,8238,7766,7946,6891,7552,3750,4497,3302
SYNPCC7942_RS04450,16197,13253,15751,14871,12993,9040,9761,11831,15915,22523,25523,20709,23388,23031,22749,12623,17701,15926
SYNPCC7942_RS04455,8736,7231,10558,6402,5227,3736,5084,6423,8178,10545,11843,9538,11436,9329,10649,7250,6497,7315
SYNPCC7942_RS04460,1452,1390,1601,1243,1180,840,856,1100,1288,2445,2526,2129,2410,2168,2342,1208,1873,1606
SYNPCC7942_RS04465,2664,2256,3256,1802,1932,1322,1397,1804,2370,4091,4219,3384,3997,3381,3592,2004,2747,2290
SYNPCC7942_RS04470,436,340,542,376,252,214,192,250,286,566,670,510,592,500,396,252,398,448
SYNPCC7942_RS04475,4390,3758,4733,3020,3076,1992,1890,3062,2724,6268,7256,5142,6356,6103,5216,2980,5324,4498
SYNPCC7942_RS04480,888,838,904,612,562,474,364,558,424,1519,1426,1346,1442,1258,1120,532,964,1038
SYNPCC7942_RS04485,770,674,783,612,652,512,542,756,774,1397,1150,1171,1532,1098,1295,604,853,997
SYNPCC7942_RS04490,1404,1141,1415,1247,1377,1278,882,1223,1336,2645,2346,2368,2739,2229,3036,1476,1656,1565
SYNPCC7942_RS04495,676,483,636,414,400,264,364,400,388,1066,946,883,1032,764,978,478,602,762
SYNPCC7942_RS04500,1184,1071,1440,960,882,696,707,828,1038,2051,1894,1582,1568,1517,1451,834,939,1141
SYNPCC7942_RS04505,3772,3648,4052,2706,2738,1876,1910,2734,2582,5454,5566,4848,4522,4387,4116,2592,3310,3376
SYNPCC7942_RS04510,1540,1328,1842,1160,966,842,874,1080,1142,1816,2292,1766,1980,1481,1520,1326,1198,1362
SYNPCC7942_RS04515,19470,18123,18801,16761,16821,12308,13174,16193,17962,25050,27906,24342,24622,23324,24393,14603,19469,18133
SYNPCC7942_RS04520,15701,13139,15296,12759,13146,9607,9524,13487,14051,20017,21629,19000,21676,19181,20314,11271,16198,15577
SYNPCC7942_RS14155,36300,27851,30114,28813,28812,25093,28507,36082,41413,39582,37102,34475,47282,33475,46548,21005,29901,35712
SYNPCC7942_RS04525,33326,25274,25235,29394,26387,16381,20419,22626,22835,44385,47879,44296,51579,48177,51724,19330,42819,37861
SYNPCC7942_RS04530,1246,832,1238,969,662,566,608,920,754,1450,1468,1314,1418,1262,1178,584,980,1250
SYNPCC7942_RS04535,1012,912,1070,884,740,538,638,717,1002,1120,1228,998,1236,1142,1338,724,824,744
SYNPCC7942_RS04540,876,784,1194,736,792,520,668,832,1018,1244,1414,1080,1196,1038,1054,734,740,800
SYNPCC7942_RS04545,3051,3068,3318,2674,2666,1770,1906,2237,2782,4466,4352,3439,3564,3324,3214,2196,2465,2240
SYNPCC7942_RS04550,24793,23006,24767,20408,23368,16721,17237,21006,27026,35880,36938,32453,34924,29736,35015,24197,24136,19709
SYNPCC7942_RS04555,173289,176598,183216,146221,169341,130035,132388,175839,203566,233742,235352,231336,229758,194747,224508,165898,161443,148157
SYNPCC7942_RS04560,126534,124679,139122,113084,131944,101419,94946,132201,135270,174451,179442,159813,165564,149897,148351,105878,136727,131278
SYNPCC7942_RS04565,20248,17927,24276,18442,19694,12747,12987,17513,22702,36525,36819,33560,33649,31146,34462,22453,25508,19924
SYNPCC7942_RS04570,31501,24306,34854,27516,29223,19547,21801,29355,37034,39070,41156,36663,38158,34511,36613,25067,28241,25136
SYNPCC7942_RS04575,826,658,790,604,530,415,360,526,544,642,742,588,648,586,542,286,488,592
SYNPCC7942_RS04580,10689,8661,9020,7841,7155,5087,5612,6848,7874,14096,14970,13464,14632,13362,14103,7322,10455,9644
SYNPCC7942_RS04585,198885,166379,170099,165693,158921,128921,139508,157470,178626,259875,275625,256608,281632,233941,256999,144077,193588,196697
SYNPCC7942_RS04590,15150,16843,15716,6152,7109,5800,3902,7930,5810,27582,29659,30868,30302,20027,21531,15126,15338,19519
SYNPCC7942_RS04595,1158,936,1152,1110,1040,818,810,1044,1104,1202,1556,1196,1562,1424,1578,824,1010,1088
SYNPCC7942_RS04600,79657,79422,87892,88394,119734,89710,91358,108123,123561,83107,91224,68814,84707,71145,71759,64803,51400,49705
SYNPCC7942_RS04605,1414,1100,1288,1216,1178,983,1078,1208,1164,1746,1695,1548,1760,1345,1666,932,1194,1590
SYNPCC7942_RS04610,810,680,810,634,582,324,382,442,412,974,1112,922,952,800,750,372,620,750
SYNPCC7942_RS04615,7420,6024,8041,5035,5022,2609,2794,3919,5142,10833,11391,9483,8724,9671,9377,4449,6101,4766
SYNPCC7942_RS04620,2125,1875,2140,928,1152,742,558,931,954,3004,2870,2425,2556,1995,2438,1392,1241,1036
SYNPCC7942_RS04625,893,668,1104,490,418,254,277,434,452,1236,1368,1017,1016,874,799,526,586,622
SYNPCC7942_RS04630,74,40,106,42,34,32,28,34,36,64,60,44,52,64,56,40,40,46
SYNPCC7942_RS04635,936,808,964,812,722,537,578,818,982,1324,1398,1060,1334,1372,1366,822,984,776
SYNPCC7942_RS04640,21750,13549,18058,124655,65754,77476,278389,105673,182963,9200,9919,8755,12016,11502,11277,9964,13031,11990
SYNPCC7942_RS04645,520,424,654,636,444,360,538,498,730,582,732,420,674,616,538,386,450,470
SYNPCC7942_RS04650,1946,1598,1999,1898,1798,1376,1842,2039,2526,3008,2792,2670,3036,2556,2712,1550,2134,1968
SYNPCC7942_RS04655,33318,30918,34126,23793,26199,20209,20715,27127,30254,48088,50284,45057,51332,43013,49215,27395,39800,40206
SYNPCC7942_RS04660,15117,13909,13166,12374,11642,10165,10773,14041,12504,23942,23930,24819,28045,21019,24226,14952,19112,22615
SYNPCC7942_RS13970,95484,83061,47637,58317,45980,45915,130507,81472,89041,87776,89001,115881,99015,84949,118104,96725,73895,84915
SYNPCC7942_RS13975,4004,3279,2820,2666,2408,1863,3292,2810,3118,7357,7312,7531,8180,6806,9042,4810,5922,7145
SYNPCC7942_RS13980,1122,916,906,792,820,372,786,856,1010,1374,1198,1316,1611,1192,2202,844,1016,1500
SYNPCC7942_RS04670,3612,2978,3743,2688,2710,1790,2529,2778,3212,5543,5553,4690,5838,4765,4993,2574,3886,3494
SYNPCC7942_RS04675,11830,10448,10661,9356,9615,8516,8226,10400,11065,14122,15009,14142,17263,13411,16097,10033,10951,12544
SYNPCC7942_RS04680,9163,8017,9624,7386,6562,5157,5627,6855,8513,10376,11333,9588,11504,9134,9936,7079,8522,9806
SYNPCC7942_RS04685,283,244,296,314,250,180,146,212,262,410,434,346,378,316,286,214,258,313
SYNPCC7942_RS04690,3428,2706,3204,2728,2872,1794,2084,2540,2914,5265,5884,4759,5922,5556,5604,2474,4658,3946
SYNPCC7942_RS04695,344,258,314,190,170,90,110,168,202,394,420,302,350,266,297,180,208,220
SYNPCC7942_RS04700,350,300,402,240,212,120,124,164,154,556,614,392,510,563,448,190,418,360
SYNPCC7942_RS04705,1280,1116,1734,842,908,458,548,936,1324,1682,1811,1272,1641,1448,1542,1010,1098,1189
SYNPCC7942_RS13870,2968,2504,3449,2204,1910,1650,1052,2397,1116,2815,3178,2300,2320,2145,1277,1255,1708,2393
SYNPCC7942_RS04710,1010,676,1205,980,707,584,264,372,342,884,828,599,792,778,610,394,256,192
SYNPCC7942_RS04715,186,210,284,140,126,98,104,146,174,214,277,256,254,156,196,170,178,152
SYNPCC7942_RS04720,2608,2427,3146,1858,1882,1618,1338,1986,1298,3407,3632,3148,2854,2190,1802,1838,1738,2614
SYNPCC7942_RS04725,8684,9995,9932,6504,7178,4758,6204,8717,7983,13784,14736,12769,13643,12377,13221,9150,9774,9907
SYNPCC7942_RS04730,2232,1894,2832,1556,1440,959,1016,1686,1628,2846,3130,2348,2602,2554,2003,1560,1689,2134
SYNPCC7942_RS04735,9386,11001,11535,5989,6618,3907,4286,7054,7187,18059,18489,18533,13738,14138,14913,18010,9481,7639
SYNPCC7942_RS04740,1238,830,1178,988,866,638,720,862,872,1546,1578,1323,1798,1516,1377,826,1284,1562
SYNPCC7942_RS04745,1124,754,914,856,730,454,624,660,714,1306,1432,1276,1526,1250,1640,586,876,1126
SYNPCC7942_RS04750,2408,2238,2730,1631,1660,1214,1094,1650,1437,3328,3414,3044,3338,2444,2921,1517,2006,2086
SYNPCC7942_RS04755,16997,14484,14979,12984,13869,10356,10198,13303,14064,24169,23873,23059,26341,21399,25875,12754,16973,17880
SYNPCC7942_RS04760,4618,3716,4667,3965,4067,2676,2711,3404,4011,6056,7164,5146,5920,5710,5754,2712,4352,3753
SYNPCC7942_RS04765,5254,4784,5409,3952,4302,2958,3540,4418,4454,6672,7560,6047,7200,6687,6879,3812,5718,5720
SYNPCC7942_RS04770,2890,2364,3316,2310,2120,1088,1292,1892,2138,4058,4803,3586,3981,3890,3645,2171,2936,2831
SYNPCC7942_RS04775,17078,18218,19815,10832,14301,8599,9532,16119,12836,31649,32358,28074,34464,31193,31436,17818,23201,21438
SYNPCC7942_RS04780,3351,3678,4028,2022,2414,1624,1672,3291,2296,6422,6782,5337,6034,5321,4788,3307,4126,4498
SYNPCC7942_RS04785,1612,1316,1805,1288,1066,576,730,1236,930,1636,1826,1332,1591,1476,999,711,1132,1436
SYNPCC7942_RS04790,2522,2302,2721,1974,1736,1010,1167,1538,1564,3404,3908,2740,3031,3220,2891,1428,2803,2362
SYNPCC7942_RS04795,2581,2346,3028,1725,1890,1054,1278,1660,1926,4077,4114,3136,3958,3620,3742,1788,2890,2639
SYNPCC7942_RS04800,602,662,640,516,468,351,362,436,548,862,978,712,678,705,636,386,474,410
SYNPCC7942_RS04805,972,1026,1152,800,663,434,504,726,770,1546,1658,1452,1892,1310,1484,851,1068,1432
SYNPCC7942_RS04810,554,424,658,524,420,338,372,412,384,696,820,656,700,720,681,402,460,612
SYNPCC7942_RS04815,986,782,1024,914,794,664,616,794,812,1254,1343,1194,1436,1154,1224,746,990,1050
SYNPCC7942_RS04820,868,790,868,790,784,672,680,700,986,876,946,718,802,764,730,556,616,542
SYNPCC7942_RS04825,450,418,418,408,382,376,376,408,350,302,420,330,364,312,248,172,220,312
SYNPCC7942_RS04830,1704,1237,2062,1304,1092,793,1024,1048,1446,2254,2464,1894,1866,1930,1686,1110,1328,1420
SYNPCC7942_RS04835,5960,4761,5219,4591,4155,3574,5088,5242,5952,8116,7612,8193,9328,7024,9101,6179,5942,5698
SYNPCC7942_RS04840,11303,9089,11235,10786,9192,6923,7279,8715,9764,14897,15732,12812,12378,13255,11133,6902,11795,9784
SYNPCC7942_RS04845,59577,55869,59194,56186,65407,56140,57888,72761,77565,73132,75501,66644,70388,59242,60898,58619,46806,48565
SYNPCC7942_RS04850,15953,14394,16351,16093,15093,9915,11388,14301,15640,22272,25233,21535,22591,22054,20415,14283,18824,16424
SYNPCC7942_RS04855,1568,1546,1830,1292,1232,686,928,1244,1466,2536,2665,2236,2312,2171,2316,1370,1586,1328
SYNPCC7942_RS04860,842,684,736,564,492,280,436,532,656,1060,1180,1170,1084,998,1184,598,722,778
SYNPCC7942_RS04865,2116,1406,1730,1430,1232,1038,1142,1352,1382,2390,2678,2500,2832,2140,2598,1176,1752,1783
SYNPCC7942_RS04870,2214,1956,2264,1850,1538,1068,1130,1632,1902,2812,3158,2730,3116,2609,2911,1585,1927,1784
SYNPCC7942_RS04875,1760,1410,1598,1207,1152,774,730,1252,1246,2391,2604,2342,2364,2046,2220,1518,1438,1402
SYNPCC7942_RS04880,2588,2214,2339,1514,1648,1168,1058,1644,1806,3044,3465,3142,3250,2788,3060,1609,1804,1816
SYNPCC7942_RS04885,4822,4048,4440,3308,3184,2042,2124,3090,3393,5611,6227,5656,5562,4888,6259,3280,3382,3372
SYNPCC7942_RS04890,2642,2684,3318,2046,1850,1272,1306,2152,2266,3526,3646,3181,3300,2824,2596,1926,2096,2226
SYNPCC7942_RS04895,3120,3348,2951,2832,2989,2640,2562,2872,2854,4532,4477,4492,4230,3934,4904,2738,3024,2768
SYNPCC7942_RS04900,332,364,448,264,270,160,186,224,274,472,556,398,430,436,388,258,342,326
SYNPCC7942_RS04905,2110,1990,2332,1757,1732,1040,1004,1426,1666,2423,2977,2364,2406,2416,2076,1378,1906,1730
SYNPCC7942_RS04910,2439,2656,2254,1605,2054,2074,1692,2191,1815,3137,3070,3032,3119,2380,2770,1628,1676,2190
SYNPCC7942_RS04915,21619,18773,21223,17399,17703,13612,15363,20629,25244,28081,28882,28890,32443,28567,33537,20056,25077,24575
SYNPCC7942_RS04920,6489,5173,5344,4651,4101,3270,3528,4462,4496,6674,7591,6565,7358,6542,7178,3660,5711,5752
SYNPCC7942_RS04925,1720,1466,1644,1418,1248,790,956,1080,1302,1868,1950,1988,2074,1662,2088,1152,1226,1159
SYNPCC7942_RS04930,6495,4527,6270,6531,5107,3128,4363,5502,6336,6279,8174,6402,8858,7392,7027,4291,6891,8718
SYNPCC7942_RS04935,1726,1438,1944,1371,1356,756,870,1146,1300,2502,2788,1934,1992,2386,2092,1104,1718,1332
SYNPCC7942_RS04940,2562,1909,2194,2272,1871,1332,2334,2004,2726,3209,3433,2744,4442,3997,3864,1736,3890,3712
SYNPCC7942_RS04945,2782,2268,2402,2634,2604,1520,1762,2016,2490,3236,3968,3169,3690,3698,4262,1752,3173,3198
SYNPCC7942_RS04950,4126,3630,4187,4461,4216,3307,3455,4217,4392,5361,5446,4917,5878,5023,6127,2852,4196,5175
SYNPCC7942_RS04955,6810,6019,6321,4833,4888,3274,3738,5008,5555,9609,9669,9333,11605,9331,10737,5477,8088,8110
SYNPCC7942_RS04960,5672,4497,4917,4111,3548,2365,3162,3654,3784,7434,8428,6591,8886,7991,7472,3597,7405,7857
SYNPCC7942_RS04965,1341,1101,1274,1242,1210,936,968,1272,1164,1520,1666,1438,1778,1514,1542,914,1316,1640
SYNPCC7942_RS04970,7027,6698,9339,4684,5012,3535,3094,5081,5612,11743,13085,10480,10562,8998,8994,7100,6739,6986
SYNPCC7942_RS04975,1594,1276,1353,1266,1248,1034,1162,1450,1353,1866,1822,1808,2325,1812,1880,880,1754,1874
SYNPCC7942_RS04980,2992,2210,2911,2642,2666,1758,2069,2452,2782,4587,5295,3740,6229,5952,6003,1976,5671,4753
SYNPCC7942_RS04985,1364,1232,1422,1116,1230,934,810,1100,1010,2346,2595,1946,2696,2306,2204,884,1996,2064
SYNPCC7942_RS04990,31249,27364,32360,20610,24109,19044,19866,28045,29692,48447,45730,42123,48539,36956,36884,28155,27644,25712
SYNPCC7942_RS04995,1224,1132,1634,910,820,626,674,778,1088,1900,1962,1572,1742,1572,1556,870,1116,1117
SYNPCC7942_RS05005,312,254,360,310,228,164,166,218,280,490,524,402,494,398,374,208,358,368
SYNPCC7942_RS05010,3864,3530,3616,3306,3402,2608,2622,3558,3452,5412,5670,5166,6810,5116,6160,3020,4513,4910
SYNPCC7942_RS05015,102903,102358,109964,67626,72535,45327,47129,62472,85257,140232,147967,130508,119649,120815,124309,76321,85053,72909
SYNPCC7942_RS05020,54355,55022,60328,38376,42388,28147,26163,35757,42046,79177,83702,73657,61434,63404,60955,40737,46190,41593
SYNPCC7942_RS05025,1887,1416,1450,1846,1589,980,1192,1379,1296,1520,1868,1481,1416,1564,1504,686,1115,1008
SYNPCC7942_RS05030,1892,1505,1914,1774,1457,1136,1474,1956,2238,2415,2456,2068,2763,2242,2677,1490,1870,1883
SYNPCC7942_RS05035,912,716,974,930,832,608,760,878,1076,1372,1458,1208,1724,1208,1748,894,1034,1111
SYNPCC7942_RS13720,5320565,4647312,4464929,5554362,5202899,4432165,5829816,6802842,6117505,5019656,5476759,4891854,5982851,5384765,4670652,2993874,4817071,6035330
SYNPCC7942_RS05040,3344,3036,3572,2420,2334,1664,1328,2080,1972,5509,5859,4562,4490,4946,4582,2188,3507,2900
SYNPCC7942_RS05045,10637,9356,10650,7140,8201,7391,7028,10116,8574,15012,14872,13436,17621,12287,15561,8678,11057,13407
SYNPCC7942_RS05050,5343,5033,5574,4181,4576,3072,2931,4291,4163,9012,8583,7720,9671,7523,7737,4183,6374,7486
SYNPCC7942_RS05055,2430,1951,2688,1742,1812,1160,1172,1844,1672,3401,3694,2768,3988,2852,2902,1721,2584,3415
SYNPCC7942_RS05060,9905,8453,9572,6249,6833,4702,4537,6728,7606,13772,14110,11677,13768,11702,13440,6744,9894,9891
SYNPCC7942_RS05065,6996,6081,6426,6923,6278,4326,5555,6526,6559,10405,11468,8972,11379,11037,9610,5119,9607,7667
SYNPCC7942_RS05070,5282,4395,4346,3959,4036,3302,3299,4180,5310,5440,5209,5425,5350,4511,5740,3927,3552,3413
SYNPCC7942_RS05075,7313,5785,6043,4689,4456,3050,3703,4788,4471,8140,8072,8261,8578,6685,6614,4314,4515,5405
